plan_id,mhlw_plan_code,v41_lane,facility_id,prefecture,facility,category,treatment,treatment_class,status_source,status_normalized,postprocess_resolution,document_url,price_type,amount,amount_min,amount_max,tax,unit,products,makers,product_pair_method,postprocess_reason,score,page,excerpt,synthetic_postprocess
V41_02C2109023,02C2109023,A,V41F1A19E07084,千葉県,順天堂大学医学部附属浦安病院,第二種,自己多血小板血漿（PRP）療法（関節炎・変形性関節症に対する）,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2109023/5/0,point,30000,,,税別,1回,,,context_token,treatment_label_nearest,9,,"うに患者様の治 療に最善を尽くします。 治療費用 本治療は、すべて自費診療であり、健康保険を使用することはでき ません。 本治療にかかる費用は、以下のとおりです。なお、費用は、治療に 伴う診察、自己PRP調製のための採血にかかる費用、自己PRP調製 費用、注入の総額となります。 PRP療法1回 30000円 消費税別 試料等の保存及び廃棄の方法 この治療にて採取した血液は、患者様ご自身の治療のみに使用しま す。ただし,症例検討や学会発表を目的として,患者様より採取し た血液及び調整した細胞加工物(自己PRP)の測定を行い,データ を取得することがあります。 採血した血液の状態により治療に用いなかった血液が発生した場合 は、適切に処理し、",False
V41_02C2109024,02C2109024,D,V41F1A19E07084,千葉県,順天堂大学医学部附属浦安病院,第三種,自己多血小板血漿（PRP）療法（筋・腱・靭帯の損傷に対する）,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2109024/5/0,point,60000,,,税別,1回,,,context_token,treatment_label_nearest,9,,"に患者様の治 療に最善を尽くします。 治療費用 本治療は、すべて自費診療であり、健康保険を使用することはでき ません。 本治療にかかる費用は、以下のとおりです。なお、費用は、治療に 伴う診察、自己PRP調製のための採血にかかる費用、自己PRP調製 費用、注入の総額となります。 PRP療法1回 60000円 消費税別 試料等の保存及び廃棄の方法 この治療にて採取した血液は、患者様ご自身の治療のみに使用しま す。ただし,症例検討や学会発表を目的として,患者様より採取し た血液及び調整した細胞加工物(自己PRP)の測定を行い,データ を取得することがあります。 採血した血液の状態により治療に用いなかった血液が発生した場合 は、適切に処理し、",False
V41_02E2405011,02E2405011,B,V41FC23E1E6312,和歌山県,伏虎リハビリテーション病院,第三種,自己多血小板血漿(PRP)を用いた整形外科領域における軟部組織治療,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2405011/5/0,point,100000,,,税別,1 回,GPS,Zimmer Biomet,nearest_preceding_product_in_excerpt,treatment_label_nearest,8,,"逆に ステロイド剤の副作用で重篤な感染症の誘発・骨粗鬆症の増悪・薬剤離脱困難等が生じてし まう可能性があります。 治療にかかる費用について この治療は公的保険の対象ではありませんので、当施設にて施術料をお支払いいただきます。 ・PRP 療法 GPSIIIシステム使用 1 回 100,000円(税抜) ※患者さまの症状により施術料が変わる場合は別途、ご説明いたします。 その他治療についての注意事項 患者さまの体調が良くない場合や、採取した血液の状態によっては、PRP を分離できないこ とがあります。 その際には、再度採血をさせていただく場合があります。 ま",False
V41_01E2503008,01E2503008,C,V41FCDBF276F14,和歌山県,医療法人優真会 やなせ整形外科,第三種,四肢の筋・腱・靱帯及びその付着部の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503008/5/0,point,30000,,,税込,1 回,Condensia,京セラ,nearest_preceding_product_in_excerpt,treatment_label_nearest,9,,"がご使用できない自由診療です。そのため、患者様の費用負担が他 の治療よりも高額になることがあります。当院において実施される本治療および本治療に必 要な検査などの費用は全額自己負担となります。 血液分離専用容器キットによる施術料1 回: 3種:PRP【京セラ コンデンシアキット 使用】 1回30,000 円(税込) ※患者様の症状によっては、治療を数回行うことがあります。治療前、または治 療後の状態から担当医師が判断し、患者様にお伝えしご相談させて頂きます。 ※治療内容・回数により1回あたりの費用が減額される場合がございます。施術する前に 詳細な説明をいたしますので、ご納得いただいた上で施術いただきますようお願い申し 上げます。 ご",False
V41_02E2407030,02E2407030,D,V41FAB23EC7735,和歌山県,医療法人琉憲会　ナカイマ整形外科クリニック,第三種,自家多血小板血漿（Platelet-rich plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2407030/5/0,point,55000,,,税込,両側,,,context_token,treatment_label_nearest,12,6,"査、PRP 作製のための採血にかかる費用、PRP 作製費用、注入にかかる費 用の総額となります。左右両側に投与する場合は、2 回分です。 PRP 1 回分(1 部位) 55,000 円(税込) (3) 採血を開始してからキャンセルされた場合は、費用の全額をご負担いた だきます。",False
V41_02E2507042,02E2507042,A,V41F7F26367FC7,和歌山県,社会医療法人黎明会　北出病院,第二種,多血小板血漿（Platelet-rich plasma：PRP）を用いた変形性関節症治療,PRP,QC,QC,still_ambiguous,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2507042/5/0,point,2000,,,税別,,,,context_token,below_minimum_treatment_price,1,4,"可能性 自家移植のため、極めて低い。 反応などの可能性を完全 には大定できない。 保険適用 : 2000 円前後回 oa 120, 000 円 (Bit) 180, 000 円 (税抜 ARE O Ee) 詳細やご不明な点は医師・スタッフまでお気軽にお尋ねください。",False
V41_02E2507042,02E2507042,A,V41F7F26367FC7,和歌山県,社会医療法人黎明会　北出病院,第二種,多血小板血漿（Platelet-rich plasma：PRP）を用いた変形性関節症治療,PRP,QC,QC,still_ambiguous,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2507042/5/0,point,120000,,,税別,,,,context_token,unclear,0,4,"可能性 自家移植のため、極めて低い。 反応などの可能性を完全 には大定できない。 保険適用 : 2000 円前後回 oa 120, 000 円 (Bit) 180, 000 円 (税抜 ARE O Ee) 詳細やご不明な点は医師・スタッフまでお気軽にお尋ねください。",True
V41_02E2507042,02E2507042,A,V41F7F26367FC7,和歌山県,社会医療法人黎明会　北出病院,第二種,多血小板血漿（Platelet-rich plasma：PRP）を用いた変形性関節症治療,PRP,QC,QC,still_ambiguous,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2507042/5/0,point,180000,,,税別,,,,context_token,unclear,0,4,"可能性 自家移植のため、極めて低い。 反応などの可能性を完全 には大定できない。 保険適用 : 2000 円前後回 oa 120, 000 円 (Bit) 180, 000 円 (税抜 ARE O Ee) 詳細やご不明な点は医師・スタッフまでお気軽にお尋ねください。",True
V41_02E2507043,02E2507043,C,V41F7F26367FC7,和歌山県,社会医療法人黎明会　北出病院,第三種,自己多血小板血漿（Platelet-rich plasma：PRP）を用いた整形外科領域における軟部組織治療,PRP,QC,QC,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2507043/5/0,,,,,,,,,,,,,,
V41_02E2509003,02E2509003,B,V41F7F26367FC7,和歌山県,社会医療法人黎明会　北出病院,第二種,自家培養脂肪由来幹細胞を用いた変形性膝関節症治療,脂肪由来幹細胞,QC,QC,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2509003/5/0,point,660000,,,不明,1回,,,context_token,treatment_label_nearest,1,,"1回目金額 880,000円 2回目金額 660,000円 1回目金額 1,210,000円 2回目金額 880,000円 1回目金額 1,320,000円 2回目金額 0円 1回目金額 1,760,000円 2回目金額 0円 初回から両 膝2回投与 を決めてい る 2億個×1回培養 1回ごと 片膝2回 5000万個×2回 培養 1回ごと 両膝2回 1億個×2回培養 初回から片 膝2回投与 を決",False
V41_02E2509003,02E2509003,B,V41F7F26367FC7,和歌山県,社会医療法人黎明会　北出病院,第二種,自家培養脂肪由来幹細胞を用いた変形性膝関節症治療,脂肪由来幹細胞,QC,QC,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2509003/5/0,point,880000,,,不明,1回,,,context_token,treatment_label_nearest,1,,"1回目金額 880,000円 2回目金額 660,000円 1回目金額 1,210,000円 2回目金額 880,000円 1回目金額 1,320,000円 2回目金額 0円 1回目金額 1,760,000円 2回目金額 0円 初回から両 膝2回投与 を決めてい る 2億個×1回培養 1回ごと 片膝2回 5000万個×2回 培養 1回ごと 両膝2回 1億個×2回培養",False
V41_02E2509003,02E2509003,B,V41F7F26367FC7,和歌山県,社会医療法人黎明会　北出病院,第二種,自家培養脂肪由来幹細胞を用いた変形性膝関節症治療,脂肪由来幹細胞,QC,QC,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2509003/5/0,point,1210000,,,不明,1回,,,context_token,treatment_label_nearest,1,,"1回目金額 880,000円 2回目金額 660,000円 1回目金額 1,210,000円 2回目金額 880,000円 1回目金額 1,320,000円 2回目金額 0円 1回目金額 1,760,000円 2回目金額 0円 初回から両 膝2回投与 を決めてい る 2億個×1回培養 1回ごと 片膝2回 5000万個×2回 培養 1回ごと 両膝2回 1億個×2回培養 初回から片 膝2回投与 を決めてい る 1億個×1回培養",False
V41_02E2509003,02E2509003,B,V41F7F26367FC7,和歌山県,社会医療法人黎明会　北出病院,第二種,自家培養脂肪由来幹細胞を用いた変形性膝関節症治療,脂肪由来幹細胞,QC,QC,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2509003/5/0,point,1320000,,,不明,1回,,,context_token,treatment_label_nearest,1,,"1回目金額 880,000円 2回目金額 660,000円 1回目金額 1,210,000円 2回目金額 880,000円 1回目金額 1,320,000円 2回目金額 0円 1回目金額 1,760,000円 2回目金額 0円 初回から両 膝2回投与 を決めてい る 2億個×1回培養 1回ごと 片膝2回 5000万個×2回 培養 1回ごと 両膝2回 1億個×2回培養 初回から片 膝2回投与 を決めてい る 1億個×1回培養",False
V41_02E2509003,02E2509003,B,V41F7F26367FC7,和歌山県,社会医療法人黎明会　北出病院,第二種,自家培養脂肪由来幹細胞を用いた変形性膝関節症治療,脂肪由来幹細胞,QC,QC,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2509003/5/0,point,1760000,,,不明,1回,,,context_token,treatment_label_nearest,1,,"1回目金額 880,000円 2回目金額 660,000円 1回目金額 1,210,000円 2回目金額 880,000円 1回目金額 1,320,000円 2回目金額 0円 1回目金額 1,760,000円 2回目金額 0円 初回から両 膝2回投与 を決めてい る 2億個×1回培養 1回ごと 片膝2回 5000万個×2回 培養 1回ごと 両膝2回 1億個×2回培養 初回から片 膝2回投与 を決めてい る 1億個×1回培養",False
V41_01E2509005,01E2509005,D,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第二種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509005/5/0,point,352000,,,不明,,ACP MAX,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,3,8,"HD-PRP(ACP MAX の場合) 198,000 円 352,000 円 ― また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。",False
V41_01E2509005,01E2509005,D,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第二種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509005/5/0,point,55000,,,不明,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,2,8,"3本セット ACP-PRP 55,000 円 99,000 円 132,000 円",False
V41_01E2509005,01E2509005,D,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第二種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509005/5/0,point,99000,,,不明,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,2,8,"ACP-PRP 55,000 円 99,000 円 132,000 円 HD-PRP(ACP MAX の場合)",False
V41_01E2509005,01E2509005,D,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第二種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509005/5/0,point,187000,,,不明,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,2,8,"ACP-PRP ダブルショット 99,000 円 187,000 円 253,000 円 •",False
V41_01E2509005,01E2509005,D,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第二種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509005/5/0,point,198000,,,不明,,ACP MAX,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,2,8,"132,000 円 HD-PRP(ACP MAX の場合) 198,000 円 352,000 円 ―",False
V41_01E2509005,01E2509005,D,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第二種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509005/5/0,point,132000,,,不明,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,0,8,"3本セット ACP-PRP 55,000 円 99,000 円 132,000 円",True
V41_01E2509005,01E2509005,D,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第二種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた慢性関節炎の治療（関節内組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509005/5/0,point,253000,,,不明,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,0,8,"ACP-PRP ダブルショット 99,000 円 187,000 円 253,000 円 •",True
V41_01E2509006,01E2509006,A,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第三種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509006/5/0,point,352000,,,不明,,ACP MAX,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,3,8,"HD-PRP(ACP MAX の場合) 198,000 円 352,000 円 ― また、ACP-PRP は効果を高めるため、2 倍量1 度に投与することが可能です。",False
V41_01E2509006,01E2509006,A,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第三種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509006/5/0,point,55000,,,不明,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,2,8,"3本セット ACP-PRP 55,000 円 99,000 円 132,000 円",False
V41_01E2509006,01E2509006,A,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第三種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509006/5/0,point,99000,,,不明,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,2,8,"ACP-PRP 55,000 円 99,000 円 132,000 円 HD-PRP(ACP MAX の場合)",False
V41_01E2509006,01E2509006,A,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第三種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509006/5/0,point,187000,,,不明,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,2,8,"ACP-PRP ダブルショット 99,000 円 187,000 円 253,000 円 •",False
V41_01E2509006,01E2509006,A,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第三種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509006/5/0,point,198000,,,不明,,ACP MAX,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,2,8,"132,000 円 HD-PRP(ACP MAX の場合) 198,000 円 352,000 円 ―",False
V41_01E2509006,01E2509006,A,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第三種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509006/5/0,point,132000,,,不明,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,0,8,"3本セット ACP-PRP 55,000 円 99,000 円 132,000 円",True
V41_01E2509006,01E2509006,A,V41F0133944684,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第三種,自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）,PRP,QC,AUTO,structured_product_price_table,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509006/5/0,point,253000,,,不明,,ACP,Arthrex,nearest_preceding_product_in_excerpt,treatment_label_nearest,0,8,"ACP-PRP ダブルショット 99,000 円 187,000 円 253,000 円 •",True
V41_01E2511014,01E2511014,B,V41FE796813418,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第二種,自己脂肪由来間葉系幹細胞を用いた変形性関節症治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2511014/5/0,point,1300000,,,税別,,,,context_token,unclear,11,6,本治療は保険適用外であるため、治療にかかる費用全額をご自分でご負担いただきます。その 他、本治療を受けるために必要となった旅費、交通費などの全ての費用もご自分でご負担いただ きます。実際に必要となる費用については今回の治療は130 万円(税抜)となります。 なお、脂肪の採取後や、細胞加工物の製造開始後に同意を撤回された場合など、同意を撤回さ れる時点までに費用が発生している場合は、発生した費用についてはあなたにご負担いただきま,False
V41_01E2511020,01E2511020,C,V41FE796813418,和歌山県,社会医療法人黎明会　和歌山 健診クリニック・キタデ,第二種,自己脂肪由来間葉系幹細胞を用いた靭帯・腱損傷治療,脂肪由来幹細胞,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2511020/5/0,point,1300000,,,税別,,,,context_token,unclear,11,6,1_07_説明同意文書 6 / 9 きます。実際に必要となる費用については今回の治療は 130 万円(税抜)となります。 なお、脂肪の採取後や、細胞加工物の製造開始後に同意を撤回された場合など、同意を撤回さ れる時点までに費用が発生している場合は、発生した費用についてはあなたにご負担いただきま,False
V41_01E2402018,01E2402018,A,V41FA0C29AA01E,和歌山県,"社会福祉法人琴の浦リハビリテイションセンター　　
琴の浦リハビリテーションセンター附属病院",第二種,変形性関節症および関節腔の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2402018/5/0,point,330000,,,税込,1 回,APS,Zimmer Biomet,nearest_preceding_product_in_excerpt,treatment_label_nearest,9,,"トによる施術料1 回: PRP(PEAK) (ジョンソン・エンド・ジョンソン PEAK PRP キット) 使 用 ・・・・・・・165,000 円(税込) PRP(APS) (ジンマー・バイオメット APS – Autologous Protein Solution キット)使用 ・・・・・・・330,000 円(税込) ※患者様の症状によっては、治療を数回行うことがあります。治療前、または治療後 の状態から担当医師が判断し、患者様にお伝えしご相談させて頂きます。 ※治療内容・回数により1回あたりの費用が減額される場合がございます。施術する 前に詳細な説明をいたしますので、ご納得いただいた上で施術をお受けいただけますよ うお願い申し上げま",False
V41_01E2402018,01E2402018,A,V41FA0C29AA01E,和歌山県,"社会福祉法人琴の浦リハビリテイションセンター　　
琴の浦リハビリテーションセンター附属病院",第二種,変形性関節症および関節腔の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2402018/5/0,point,165000,,,税込,1 回,PEAK,PEAK系,nearest_preceding_product_in_excerpt,treatment_label_nearest,8,,"費用負担が 他の治療よりも高額になることがあります。当院において実施される本治療および本治 療に必要な検査などの費用は全額自己負担となります。 血液分離専用容器キットによる施術料1 回: PRP(PEAK) (ジョンソン・エンド・ジョンソン PEAK PRP キット) 使 用 ・・・・・・・165,000 円(税込) PRP(APS) (ジンマー・バイオメット APS – Autologous Protein Solution キット)使用 ・・・・・・・330,000 円(税込) ※患者様の症状によっては、治療を数回行うことがあります。治療前、または治療後 の状態から担当医師が判断し、患者様にお伝えしご相談させて頂きます。 ※治療",False
V41_01E2402018,01E2402018,A,V41FA0C29AA01E,和歌山県,"社会福祉法人琴の浦リハビリテイションセンター　　
琴の浦リハビリテーションセンター附属病院",第二種,変形性関節症および関節腔の傷害を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2402018/5/0,point,33000,,,税込,,,,context_token,ancillary_label_nearest,-2,,"由な意思でお決めください。説 明を受けた後に同意されない場合でも、一切不利益を受けることはありません。 また同様に、治療を受けることに同意した場合であっても、投与までの間でしたらい つでも取りやめることができます。その場合、その後の治療については一切不利益は受 けません。 [キャンセル料 採血後:33,000 円(税込)、加工後:提供価格の100 %] もしこの治療を受けることに同意しない場合も、最適と考えられる治療を実施できる ように患者様の治療に最善を尽くします。 ただし、治療を行った後は、健康管理のために必要に応じて適切な検査を受けていた だき、医学的に問題がないかを確認させていただきます。 11. 試料等の保管及び廃棄の方法につ",False
V41_01E2402019,01E2402019,D,V41FA0C29AA01E,和歌山県,"社会福祉法人琴の浦リハビリテイションセンター　　
琴の浦リハビリテーションセンター附属病院",第三種,四肢の靭帯、筋腱付着部およびスポーツ傷害（筋・腱・靭帯）を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2402019/5/0,point,110000,,,税込,1 回,PEAK,PEAK系,nearest_preceding_product_in_excerpt,treatment_label_nearest,9,,"の費用負担が 他の治療よりも高額になることがあります。当院において実施される本治療および本治 療に必要な検査などの費用は全額自己負担となります。 血液分離専用容器キットによる施術料1 回: PRP(GPSIII) (ジンマー・バイオメット GPSIII PRP キット)使用 ・・・・・・・ 110,000 円(税込) PRP(PEAK) (ジョンソン・エンド・ジョンソン PEAK PRP キット)使用 ・・・・・・・ 110,000 円(税込) ※患者様の症状によっては、治療を数回行うことがあります。治療前、または治 療後の状態から担当医師が判断し、患者様にお伝えしご相談させて頂きます。 ※治療内容・回数により1回あたりの費用が減",False
V41_01E2402019,01E2402019,D,V41FA0C29AA01E,和歌山県,"社会福祉法人琴の浦リハビリテイションセンター　　
琴の浦リハビリテーションセンター附属病院",第三種,四肢の靭帯、筋腱付着部およびスポーツ傷害（筋・腱・靭帯）を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2402019/5/0,point,33000,,,税込,,,,context_token,ancillary_label_nearest,-2,,"由な意思でお決めください。説 明を受けた後に同意されない場合でも、一切不利益を受けることはありません。 また同様に、治療を受けることに同意した場合であっても、投与までの間でしたらい つでも取りやめることができます。その場合、その後の治療については一切不利益は受 けません。 [キャンセル料 採血後:33,000 円(税込)、加工後:提供価格の100 %] もしこの治療を受けることに同意しない場合も、最適と考えられる治療を実施できる ように患者様の治療に最善を尽くします。 ただし、治療を行った後は、健康管理のために必要に応じて適切な検査を受けていた だき、医学的に問題がないかを確認させていただきます。 11. 試料等の保管及び廃棄の方法につ",False
V41_01C2501014,01C2501014,C,V41F792727709A,埼玉県,UT整形外科　武蔵浦和,第二種,変形性関節症に対する自家培養脂肪由来幹細胞を用いた治療,脂肪由来幹細胞,QC,AUTO,verified_official_override,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2501014/5/0,point,660000,,,税込,片側・5000万cells,,,,verified_official_override,99,,official override: https://www.ut-seikei.com/regenerative-medicine/,False
V41_01C2501014,01C2501014,C,V41F792727709A,埼玉県,UT整形外科　武蔵浦和,第二種,変形性関節症に対する自家培養脂肪由来幹細胞を用いた治療,脂肪由来幹細胞,QC,AUTO,verified_official_override,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2501014/5/0,point,880000,,,税込,片側・1億cells,,,,verified_official_override,99,,official override: https://www.ut-seikei.com/regenerative-medicine/,False
V41_01C2501014,01C2501014,C,V41F792727709A,埼玉県,UT整形外科　武蔵浦和,第二種,変形性関節症に対する自家培養脂肪由来幹細胞を用いた治療,脂肪由来幹細胞,QC,AUTO,verified_official_override,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2501014/5/0,point,1120000,,,税込,両側・計1億cells,,,,verified_official_override,99,,official override: https://www.ut-seikei.com/regenerative-medicine/,False
V41_01C2501014,01C2501014,C,V41F792727709A,埼玉県,UT整形外科　武蔵浦和,第二種,変形性関節症に対する自家培養脂肪由来幹細胞を用いた治療,脂肪由来幹細胞,QC,AUTO,verified_official_override,https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2501014/5/0,point,1450000,,,税込,両側・計2億cells,,,,verified_official_override,99,,official override: https://www.ut-seikei.com/regenerative-medicine/,False
V41_02C2510040,02C2510040,D,V41F792727709A,埼玉県,UT整形外科　武蔵浦和,第二種,変形性関節症を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2510040/5/0,point,33000,,,税込,,APS,Zimmer Biomet,context_token,ancillary_label_nearest,9,5,"されることがあります。 採血後のキャンセルの場合のキャンセル料 京セラ:採血後~投与前:1 本につき33,000 円(税込) 2 種APS:採血後~加工前 5,500 円(税込) 加工後~投与前 220,000 円(税込)",False
V41_02C2510040,02C2510040,D,V41F792727709A,埼玉県,UT整形外科　武蔵浦和,第二種,変形性関節症を対象とした自家多血小板血漿（PRP）注入療法,PRP,AUTO,AUTO,source_status_retained,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2510040/5/0,point,220000,,,税込,,APS,Zimmer Biomet,nearest_preceding_product_in_excerpt,treatment_label_nearest,9,5,"京セラ:採血後~投与前:1 本につき33,000 円(税込) 2 種APS:採血後~加工前 5,500 円(税込) 加工後~投与前 220,000 円(税込) 5.個人 こじん",False
