mhlw_plan_code	amount	amount_min	amount_max	tax	unit	product	maker
01E2605013	1430000			税込	1部位		
01E2605013	2090000			税込	1部位		
01E2605018	49500			税込	1 回		
03E2210008	100000			税別			
01E2307004	55000			不明			
01E2506011	99000			不明		ACP	Arthrex
01E2506011	330000			不明		Angel	Arthrex
01E2506011	55000			不明		ACP	Arthrex
01E2506011	209000			不明		ACP MAX	Arthrex
01E2506011	385000			不明			
03E2601002	704000			不明	1回	Angel	Arthrex
03E2601002	88000			不明	片側	ACP	Arthrex
03E2601002	187000			不明	1回(1部位)	ACP MAX	Arthrex
03E2601002	352000			不明	1回(1部位)	Angel	Arthrex
03E2601002	374000			不明	両側	ACP MAX	Arthrex
01E2403019	165000			税込			
01E2605002	80000			不明	1回	MyCells	MyCells系
01E2605002	160000			不明	一回	GPS	Zimmer Biomet
02E2306012	33000			税込	1 回		
02E2407035	40000			税別		Condensia	京セラ
02E2407035	50000			税別	1 回	Condensia	京セラ
02E2407035	80000			税別		GPS	Zimmer Biomet
02E2407035	100000			税別	1 回	GPS	Zimmer Biomet
03E2603014	55000			税込			
03E2603015	33000			税込			
02E2505009	3300000			税込	1回		
03E2407009	1650000			税込			
03E2507006	1195000			税込	片膝・培養脂肪幹細胞 約3,000万個	培養脂肪由来幹細胞	
03E2507006	1587500			税込	片膝・培養脂肪幹細胞 約1億個	培養脂肪由来幹細胞	
03E2507006	1735000			税込	両膝同時・約5,000万個ずつ	培養脂肪由来幹細胞	
03E2507007	55000			税込	2 回分		
03E2507007	150000			税込	2 回分		
03E2507008	50000			税込	2 回分		
03E2507008	135000			税込	2 回分		
01G2108005	30000			税別	スモールスピッツ約10ml・1本	PRP	
01G2108005	40000			税別	ラージスピッツ約20ml・1本	PRP	
01G2403006	100000			税別	1回	GPS	Zimmer Biomet
01E2603017	1200000			不明			
01E2603017	1350000			不明			
01E2603017	1800000			不明			
01E2603017	2200000			不明			
01E2601009	30000			税込	1 回	Condensia	京セラ
01E2601009	40000			税込	1 回	Condensia	京セラ
01E2604001	55000			税込	1 回	Condensia	京セラ
01E2603008	1000000			税別	約3,000万個×1回分	脂肪由来幹細胞	
01E2603008	1100000			税別	約5,000万個×1回分	脂肪由来幹細胞	
01E2603008	1500000			税別	約1億個×1回分	脂肪由来幹細胞	
01E2603008	2000000			税別	約3,000万個×3回分	脂肪由来幹細胞	
01E2603008	2300000			税別	約2億個×1回分（1関節）	脂肪由来幹細胞	
01E2603008	2300000			税別	約1億個×2回分（2関節）	脂肪由来幹細胞	
01E2603008	2500000			税別	約1億個×2回分	脂肪由来幹細胞	
01E2603009	50000			税込		ACP	Arthrex
01E2603009	45000			税込		Condensia	京セラ
01E2603009	330000			不明		APS	Zimmer Biomet
01E2603009	110000			不明		GPS	Zimmer Biomet
01E2603009	149600			不明		ACP MAX	Arthrex
01E2603010	50000			税込		ACP	Arthrex
01E2603010	45000			税込		Condensia	京セラ
01E2603010	330000			不明		APS	Zimmer Biomet
01E2603010	110000			不明		GPS	Zimmer Biomet
01E2603010	149600			不明		ACP MAX	Arthrex
01E2402021	50000			税別	1回		
01E2402024	250000			税込	2 回分		
01E2402024	300000			税込	2 回分		
03E2409010	90000			税別	1 回		
01E2101022	30000			税別	1回		
01E2101022	40000			税別	1回		
03E2509015	70000			税込			
03E2607007	77000			税込		Condensia	京セラ
03E2607007	220000			税込		GPS	Zimmer Biomet
03E2607007	330000			税込		APS	Zimmer Biomet
01E2407013	88000			税込		Condensia	京セラ
01E2407013	99000			税込		ACP	Arthrex
01E2407013	110000			税込		GPS	Zimmer Biomet
01E2407013	308000			税込		APS	Zimmer Biomet
03E2404005	75000			税込		Condensia	京セラ
03E2404005	110000			税込		GPS	Zimmer Biomet
03E2402001	55000			税込	1回	MyCells	MyCells系
03E2402001	110000			税込	1回	GPS	Zimmer Biomet
03E2402001	330000			税込	1回	APS	Zimmer Biomet
01E2503026	55000			税込		ACP	Arthrex
01E2503026	198000			税込		ACP MAX	Arthrex
01E2503026	154000			不明		ACP	Arthrex
01E2503026	297000			不明		ACP MAX	Arthrex
01E2303011	110000			税込		GPS	Zimmer Biomet
01E1909025	100000			不明		GPS	Zimmer Biomet
02E2302006	90000			不明		GPS	Zimmer Biomet
01E2109006	33000			税込	2 回分		
02E2504009	90000			税込			
02E2504009	110000			税込			
01E2605011	110000			税込			
01E2511015	44000			税込	1 回		
02E1906017	28000			不明			
01E2005009	40000			税別	1回		
01E2508015	350000			不明	両側	Angel	Arthrex
01E2508015	160000			不明	片側	ACP MAX	Arthrex
01E2508015	250000			不明	片側	Angel	Arthrex
01E2508015	50000			不明		ACP	Arthrex
01E2508016	350000			不明	両側	Angel	Arthrex
01E2508016	160000			不明	片側	ACP MAX	Arthrex
01E2508016	250000			不明	片側	Angel	Arthrex
01E2508016	50000			不明		ACP	Arthrex
01E2506024	27500			税込	2 回分		
01A2603002	2200000			税込			
02A2605003	1870000			税込	1回		
01A2312001	990000			税込	幹細胞2,500万個・1関節	脂肪由来幹細胞	
01A2312001	1430000			税込	幹細胞5,000万個・1関節	脂肪由来幹細胞	
01A2312001	1980000			税込	幹細胞1億個・1関節	脂肪由来幹細胞	
01A2312002	2200000			税込	慢性疼痛・幹細胞点滴	脂肪由来幹細胞	
01A2312003	165000			税込			
03A2505002	2524500			税込	初回治療・脂肪採取＋幹細胞培養＋幹細胞投与	脂肪由来幹細胞	
03A2505002	1375000			税込	2回目以降の治療	脂肪由来幹細胞	
03A2505012	2650000			税込	自家gMSC®1-A移植	自家滑膜間葉系幹細胞由来三次元人工組織	
01C2502010	33000			税込			
01C2502010	66000			税込			
02C2201001	20000			税別	1回		
01C2307046	55000			税込	1 回	ACP	Arthrex
01C2307046	110000			税込		GPS	Zimmer Biomet
02C2601085	550000			税込	1関節・1回投与	脂肪由来幹細胞	
02C2601085	770000			税込	2関節・1回投与	脂肪由来幹細胞	
02C2601085	770000			税込	1関節・2回投与	脂肪由来幹細胞	
02C2601086	55000			税込	1回・1部位	PRP	
02C2601087	55000			税込	1回・1部位	PRP	
01C2409051	55000			税込	1 回(1 部位)		
01C2202017	190000			税込			
01C2202018	190000			税込			
01C2110055	1280000			税別	1回		
02C2501012	77000			税込	1 回(1キット使用)		
02C2501013	77000			税込	1 回(1キット使用)		
02C2512058	185000			税別		GPS	Zimmer Biomet
02C2512058	240000			税別		APS	Zimmer Biomet
02C2601001	185000			税別		GPS	Zimmer Biomet
02C2601001	240000			税別		APS	Zimmer Biomet
01C2410046	77000			税込		GPS	Zimmer Biomet
01C2410046	25300			税込	1 回	MyCells	MyCells系
01C2410046	181500			税込	1回	GPS	Zimmer Biomet
01C2106043	32000			税込	2 回分		
01C2306039	948000			税込	2回		
01C2306039	1408000			税込	2回		
02C2205006	330000			税込		APS	Zimmer Biomet
03C2206012	132000			税込		GPS	Zimmer Biomet
03C2301025	330000			税込		APS	Zimmer Biomet
03C2301026	132000			税込		GPS	Zimmer Biomet
01C2202006	30000			税込	一部位		
02C2503029	27000			税別			
02C2503026	27000			税別			
02C2506050	40000			税別	両側		
02C2506051	50000			税別	両側		
01C2408008	60000			税込		ACP	Arthrex
01C2408009	60000			税込	2 回分	ACP	Arthrex
02C2603018	300000			税別	1回	APS	Zimmer Biomet
02C2605007	20000			税別	1回		
01C2407085	50000			税別	1回		
01C2407086	50000			税別	2 回分		
01C2407086	90000			税別	2 回分		
01C2310044	400000			税込	1施術	APS	Zimmer Biomet
03C2410007	55000			税込	1 回(1 部位)		
03C2410034	55000			税込	両側		
01C2206026	30800			税込			
01C2206026	52800			税込			
02C2311048	30000			税別	ACP・片膝1回・1部位	ACP	Arthrex
02C2311048	300000			税別	APS・1回・1部位	APS	Zimmer Biomet
02C2407017	77000			税込	1 回	ACP	Arthrex
02C2407017	88000			税込		Condensia	京セラ
02C2407017	88000			不明	1 回	Condensia	京セラ
02C2109023	30000			税別	1回		
02C2109024	60000			税別	1回		
02E2405011	100000			税別	1 回	GPS	Zimmer Biomet
01E2503008	30000			税込	1 回	Condensia	京セラ
02E2407030	55000			税込	両側		
02E2507042	120000			税別	関節内PRP	GPS	Zimmer Biomet
02E2507042	280000			税別	関節内PRP	APS	Zimmer Biomet
02E2507043		90000	120000	税別	軟部組織PRP	GPS	Zimmer Biomet
02E2509003	880000			不明	片膝2回・5000万個×2回培養・1回目	脂肪由来幹細胞	
02E2509003	660000			不明	片膝2回・5000万個×2回培養・2回目	脂肪由来幹細胞	
02E2509003	1210000			不明	両膝2回・1億個×2回培養・1回目	脂肪由来幹細胞	
02E2509003	880000			不明	両膝2回・1億個×2回培養・2回目	脂肪由来幹細胞	
02E2509003	1320000			不明	片膝2回投与・1億個×1回培養・1回目	脂肪由来幹細胞	
02E2509003	0			不明	片膝2回投与・1億個×1回培養・2回目	脂肪由来幹細胞	
02E2509003	1760000			不明	両膝2回投与・2億個×1回培養・1回目	脂肪由来幹細胞	
02E2509003	0			不明	両膝2回投与・2億個×1回培養・2回目	脂肪由来幹細胞	
01E2509005	352000			不明		ACP MAX	Arthrex
01E2509005	55000			不明		ACP	Arthrex
01E2509005	99000			不明		ACP	Arthrex
01E2509005	187000			不明		ACP	Arthrex
01E2509005	198000			不明		ACP MAX	Arthrex
01E2509005	132000			不明		ACP	Arthrex
01E2509005	253000			不明		ACP	Arthrex
01E2509006	352000			不明		ACP MAX	Arthrex
01E2509006	55000			不明		ACP	Arthrex
01E2509006	99000			不明		ACP	Arthrex
01E2509006	187000			不明		ACP	Arthrex
01E2509006	198000			不明		ACP MAX	Arthrex
01E2509006	132000			不明		ACP	Arthrex
01E2509006	253000			不明		ACP	Arthrex
01E2402018	330000			税込	1 回	APS	Zimmer Biomet
01E2402018	165000			税込	1 回	PEAK	PEAK系
01E2402019	110000			税込	1 回	PEAK	PEAK系
01C2501014	660000			税込	片側・5000万cells		
01C2501014	880000			税込	片側・1億cells		
01C2501014	1120000			税込	両側・計1億cells		
01C2501014	1450000			税込	両側・計2億cells		
02C2510040	220000			税込		APS	Zimmer Biomet
02C2510041	66000			税込	1 回	Condensia	京セラ
01C2509053	50000			税別	1 回(1 部位)	ACP	Arthrex
01C2509053	35000			税別		ACP	Arthrex
01C2509053	150000			不明	1 回(1 部位)	ACP MAX	Arthrex
01C2509053	35000			不明	1 回(1 部位)	ACP	Arthrex
01C2509053	95000			不明	1 回(1 部位)	ACP	Arthrex
01C2508068	30000			税込			
01C2508068	50000			税込			
01C2606058	28500			税込	1 回	Condensia	京セラ
02C2001042	20000			税込			
03C2607036	100000			税別			
03C2411029	770000			不明	片側		
03C2411029	1320000			不明	片側		
03C2411029	2200000			不明			
03C2405006	124000			不明	1回		
01C2506018	45000			税込	ライトPRP	ACP	Arthrex
01C2506018	168000			税込	スタンダードPRP	ACP MAX	Arthrex
01C2506018	248000			税込	プレミアムPRP	Angel	Arthrex
01C2506018	88000			税込	ライトPRPダブルショット	ACP	Arthrex
01C2506018	298000			税込	プレミアムPRP・2部位	Angel	Arthrex
03C2408003	150000			不明	1 回	GPS	Zimmer Biomet
03C2408003	300000			不明	1 回	APS	Zimmer Biomet
01C2402038	49800			税込	1回(採血1 回分)		
01C2102010	38000			税別	2 回分		
01C2102010	68400			税別	2 回分		
01C2102011	38000			税別	2 回分		
01C2102011	68400			税別	2 回分		
02C2607073	44000			税込			
03C2509048	165000			税込		GPS	Zimmer Biomet
03C2509048	330000			税込		APS	Zimmer Biomet
02C2507037	1287000			税込			
02C2507037	1749000			税込			
02C2512057	660000			税込	1 回	APS	Zimmer Biomet
03C2305016	300000			不明	PRP変形性膝関節症治療・採血＋投与3回分	PRP	
01C1903025	80000			不明	1回	APS	Zimmer Biomet
01C1903025	280000			不明	1回	APS	Zimmer Biomet
02C2411082	500000			不明	1回		
02C2411082	1000000			不明	3回		
01C2204013	1000000			税込	1 回		
01C2204013	2000000			税込	1 回		
01C2204013	3000000			税込	1 回		
01C2212041	33000			税込	1 回		
02C2412031	2488000			税込			
01C2303014	60000			税込			
01C2603013	99600			税込		APS / GPS	Zimmer Biomet
01C2603013	149600			税込		GPS	Zimmer Biomet
01C2603013	349600			税込		APS	Zimmer Biomet
02G1911002	75000			不明	1回		
01G2212005	100000			不明		GPS	Zimmer Biomet
01G2010001	29700			税込	1回		
01E2505021	2750000			税込			
01E2505022	2500000			税込			
01E2412017	1650000			税込	1回		
01E2502004	154000			税込			
01E2502004	242000			税込			
01E2602015	2420000			税込	1 回		
01E2112013	100000			税別			
01E2511022	38500			税込			
01E2505003	33000			税込			
01E2511002	49000			税込		ACP	Arthrex
01E2511002	169000			税込		ACP MAX	Arthrex
03E2512005	300000			不明	両側	Angel	Arthrex
03E2512005	49000			不明	片側	ACP	Arthrex
03E2512005	250000			不明	両側	Angel	Arthrex
